"ano","id_municipio","bioma","area_total","desmatado","populacao","bovinos","area_colhida_total","pib","precipitacao_media_anual","temperatura_media_anual","pib_per_capita"
2006,1501006,"Amazônia",17088.13518,1030.7,18949,30540,577,33157000,5.46,26.17,1749.80210037469
2007,1501006,"Amazônia",17088.13518,1064.7,18830,37329,605,42617000,5.58,26.43,2263.25013276686
2008,1501006,"Amazônia",17088.13518,1097.7,19839,35447,686,53191000,4.85,26.11,2681.13312162911
2009,1501006,"Amazônia",17088.13518,1126.9,20266,37229,600,59929000,5.65,26.46,2957.12030000987
2010,1501006,"Amazônia",17088.13518,1144.8,15849,37736,587,55948000,5.41,26.81,3530.06498832734
2011,1501006,"Amazônia",17088.13518,1179.3,15874,37202,420,66434000,6.68,26.34,4185.08252488346
2012,1501006,"Amazônia",17088.13518,1195.2,15899,31160,560,67953000,4.83,26.21,4274.04239260331
2013,1501006,"Amazônia",17088.13518,1209.3,15959,43637,372,87332000,6.01,26.44,5472.27269879065
2014,1501006,"Amazônia",17088.13518,1239.1,15956,42160,428,91998000,4.85,26.48,5765.73075958887
2015,1501006,"Amazônia",17088.13518,1255.1,15953,45668,483,97996000,2.72,26.99,6142.7944587225
2016,1501006,"Amazônia",17088.13518,1268.5,15950,47187,732,120567000,4.51,26.74,7559.05956112853
2017,1501006,"Amazônia",17088.13518,1299.1,15947,50942,903,144716000,5.38,26.58,9074.81030914906
2018,1501006,"Amazônia",17088.13518,1320.1,16371,50227,786,118032000,5.04,25.89,7209.82224665567
2019,1501006,"Amazônia",17088.13518,1365.1,16388,52493,831,123024000,4.45,25.22,7506.95630949475
2020,1501006,"Amazônia",17088.13518,1400.1,16404,55008,811,138887000,NA,NA,8466.65447451841
2021,1501006,"Amazônia",17088.13518,1455.7,16421,64029,773,151969000,NA,NA,9254.55209792339
2022,1501006,"Amazônia",17088.13518,1508.8,18343,55280,991,NA,NA,NA,NA
2023,1501006,"Amazônia",17088.13518,1538.2,NA,NA,NA,NA,NA,NA,NA
2004,1501105,"Amazônia",4337.33258,172.9,13636,1620,NA,33535000,8.49,26.28,2459.29891463772
2005,1501105,"Amazônia",4337.33258,175.7,13623,1650,NA,38244000,6.37,27,2807.31116494164
2006,1501105,"Amazônia",4337.33258,176.8,13607,1720,NA,41018000,7.13,26.79,3014.47784228706
2007,1501105,"Amazônia",4337.33258,178,18580,1620,NA,51472000,6.14,26.92,2770.2906350915
2008,1501105,"Amazônia",4337.33258,181.7,19780,1560,NA,54468000,7.08,26.55,2753.69059656218
2009,1501105,"Amazônia",4337.33258,183.6,20386,1610,NA,63327000,7.75,27.24,3106.39654664966
2010,1501105,"Amazônia",4337.33258,201,23864,1650,NA,78845000,5.76,27.24,3303.93060677171
2011,1501105,"Amazônia",4337.33258,203.3,24644,1692,NA,88672000,5.27,27.02,3598.11718876806
2012,1501105,"Amazônia",4337.33258,204.2,25398,1744,8,102506000,5.59,27.38,4035.98708559729
2013,1501105,"Amazônia",4337.33258,204.7,26666,1811,8,141329000,5.81,26.8,5299.96999924998
2014,1501105,"Amazônia",4337.33258,204.9,27491,1793,8,139405000,6.13,26.95,5070.93230511804
2015,1501105,"Amazônia",4337.33258,205.6,28292,1834,135,147607000,4.85,27.47,5217.26989961827
2016,1501105,"Amazônia",4337.33258,207.4,29065,1612,85,164989000,7.05,27.39,5676.55255461896
2017,1501105,"Amazônia",4337.33258,208.8,29808,1596,122,176250000,6.92,27.16,5912.8421900161
2018,1501105,"Amazônia",4337.33258,209.6,30009,1424,1504,207731000,6.29,26.9,6922.28997967277
2019,1501105,"Amazônia",4337.33258,211.9,30673,1310,1817,203160000,5.5,25.33,6623.41472956672
2020,1501105,"Amazônia",4337.33258,215.2,31325,1100,4922,233042000,NA,NA,7439.48922585794
2021,1501105,"Amazônia",4337.33258,221.3,31967,914,5225,250548000,NA,NA,7837.70763599962
2022,1501105,"Amazônia",4337.33258,224.7,35265,820,8010,NA,NA,NA,NA
2023,1501105,"Amazônia",4337.33258,227.2,NA,NA,NA,NA,NA,NA,NA
2004,1501204,"Amazônia",3764.07407,1466.7,21673,77470,1145,64814000,6.27,26.42,2990.54122641074
2005,1501204,"Amazônia",3764.07407,1480.6,21775,52468,2895,77577000,5.82,27.32,3562.66360505166
2006,1501204,"Amazônia",3764.07407,1495.3,21893,47483,3120,89625000,7.77,27.1,4093.77426574704
2007,1501204,"Amazônia",3764.07407,1511.6,26190,57632,3120,99713000,5.93,27.31,3807.29285987018
2008,1501204,"Amazônia",3764.07407,1529.8,27652,60514,2403,106934000,6.7,26.73,3867.13438449298
2009,1501204,"Amazônia",3764.07407,1543.2,28299,63539,2403,123005000,6.95,27.45,4346.6200219089
2010,1501204,"Amazônia",3764.07407,1566,36882,66715,1903,169274000,5.37,27.59,4589.61010791172
2011,1501204,"Amazônia",3764.07407,1573.4,38092,70050,1578,195523000,6.47,27.15,5132.91504777906
2012,1501204,"Amazônia",3764.07407,1581.3,39263,63241,1480,203189000,5.29,27.43,5175.07577108219
2013,1501204,"Amazônia",3764.07407,1587.5,41232,66420,2000,258691000,6.31,26.84,6274.03473030656
2014,1501204,"Amazônia",3764.07407,1591.3,42513,64870,1650,258860000,5.26,26.95,6088.96102368687
2015,1501204,"Amazônia",3764.07407,1595.7,43757,68870,2290,307389000,4.79,27.56,7024.91030006628
2016,1501204,"Amazônia",3764.07407,1601.3,44956,63570,1994,338690000,5.93,27.4,7533.8108372631
2017,1501204,"Amazônia",3764.07407,1606.5,46110,70000,1930,356595000,7.34,27.08,7733.57189329863
2018,1501204,"Amazônia",3764.07407,1616.4,46416,54197,1860,346675000,6.88,26.93,7468.86849362289
2019,1501204,"Amazônia",3764.07407,1623.6,47446,59069,2445,473026000,5.44,24.68,9969.77616658938
2020,1501204,"Amazônia",3764.07407,1630,48459,67407,2445,616016000,NA,NA,12712.1071421201
2021,1501204,"Amazônia",3764.07407,1644.6,49454,68000,2485,562147000,NA,NA,11367.0683867837
2022,1501204,"Amazônia",3764.07407,1653.5,51844,81976,3300,NA,NA,NA,NA
2023,1501204,"Amazônia",3764.07407,1662.1,NA,NA,NA,NA,NA,NA,NA
2004,1501253,"Amazônia",2961.12119,1870.4,3469,257085,186,36015000,5.77,25.41,10381.9544537331
2005,1501253,"Amazônia",2961.12119,1980.2,3412,201557,69,30472000,4.22,26.11,8930.83235638922
2006,1501253,"Amazônia",2961.12119,2013.8,3345,193461,69,28920000,4.92,25.51,8645.7399103139
2007,1501253,"Amazônia",2961.12119,2065.6,3812,165102,55,25361000,3.24,25.75,6652.93809024134
2008,1501253,"Amazônia",2961.12119,2113.8,3935,142813,60,27256000,4.87,25.49,6926.55654383736
2009,1501253,"Amazônia",2961.12119,2129.6,3947,171387,60,27694000,5.29,25.53,7016.46820369901
2010,1501253,"Amazônia",2961.12119,2135.2,3431,192965,75,34215000,4.06,26.37,9972.31127951035
2011,1501253,"Amazônia",2961.12119,2140.8,3404,195272,50,42043000,4.83,25.96,12351.0575793184
2012,1501253,"Amazônia",2961.12119,2147.7,3379,211401,53,46793000,3.62,25.88,13848.179934892
2013,1501253,"Amazônia",2961.12119,2152.3,3340,193334,53,51382000,3.92,25.64,15383.8323353293
2014,1501253,"Amazônia",2961.12119,2155,3303,240905,53,58625000,3.27,25.56,17749.0160460188
2015,1501253,"Amazônia",2961.12119,2177.6,3267,231288,23,68221000,2.12,26.04,20881.8487909397
2016,1501253,"Amazônia",2961.12119,2188.5,3233,240080,16,79721000,3.18,26.12,24658.5214970616
2017,1501253,"Amazônia",2961.12119,2194,3200,258244,34,76465000,4.31,25.95,23895.3125
2018,1501253,"Amazônia",2961.12119,2195.6,3310,248230,28,78125000,4.54,25.35,23602.7190332326
2019,1501253,"Amazônia",2961.12119,2197.9,3286,255959,28,80972000,3.53,23.27,24641.5094339623
2020,1501253,"Amazônia",2961.12119,2200.1,3262,301030,58,100723000,NA,NA,30877.6824034335
2021,1501253,"Amazônia",2961.12119,2205.1,3239,306881,8,129007000,NA,NA,39829.2682926829
2022,1501253,"Amazônia",2961.12119,2209.1,3730,282281,8,NA,NA,NA,NA
2023,1501253,"Amazônia",2961.12119,2211.7,NA,NA,NA,NA,NA,NA,NA
2004,1501303,"Amazônia",1350.25912,306.4,72441,810,948,1563329000,6.85,25.72,21580.720862495
2005,1501303,"Amazônia",1350.25912,310.2,74120,3547,1001,1608708000,6.95,26.46,21704.1014570966
2006,1501303,"Amazônia",1350.25912,317.1,76071,3550,1046,2043291000,7.81,26.35,26860.3147059983
2007,1501303,"Amazônia",1350.25912,320.4,84560,2159,1075,2288793000,5.77,26.41,27067.0884578997
2008,1501303,"Amazônia",1350.25912,321.5,89909,2103,1060,2313664000,8.23,25.98,25733.3971015138
2009,1501303,"Amazônia",1350.25912,324.2,92567,1684,1060,2076760000,7.25,26.47,22435.209091793
2010,1501303,"Amazônia",1350.25912,326.1,99859,1550,1061,2227150000,6.44,26.55,22302.9471554892
2011,1501303,"Amazônia",1350.25912,327.1,102668,1200,1126,2460398000,7.8,26.34,23964.6043557876
2012,1501303,"Amazônia",1350.25912,329.5,105385,1100,1157,2006449000,6.67,26.5,19039.2275940599
2013,1501303,"Amazônia",1350.25912,330.3,109975,1056,1045,2658972000,6.31,26.17,24177.9677199364
2014,1501303,"Amazônia",1350.25912,331.3,112921,987,1750,3902985000,6.7,26.17,34563.8543760682
2015,1501303,"Amazônia",1350.25912,331.6,115779,1035,6950,5513144000,5.55,26.62,47617.8236122267
2016,1501303,"Amazônia",1350.25912,332.3,118537,986,9750,5014169000,7.16,26.83,42300.4547103436
2017,1501303,"Amazônia",1350.25912,335.1,121190,867,13050,4818669000,7.14,26.37,39761.2756828121
2018,1501303,"Amazônia",1350.25912,335.9,122294,890,9672,4737436000,8.36,26.14,38738.0901761329
2019,1501303,"Amazônia",1350.25912,336,124680,850,11972,5364844000,6.72,24.63,43028.9059993584
2020,1501303,"Amazônia",1350.25912,338.6,127027,800,17923,7433645000,NA,NA,58520.1964936588
2021,1501303,"Amazônia",1350.25912,340.6,129333,750,12172,9243937000,NA,NA,71473.9239018657
2022,1501303,"Amazônia",1350.25912,341.2,126733,730,12172,NA,NA,NA,NA
2023,1501303,"Amazônia",1350.25912,341.5,NA,NA,NA,NA,NA,NA,NA
2004,1501402,"Amazônia",1118.26148,243.8,1386482,762,NA,11024247000,8.6,25.73,7951.23701569873
2005,1501402,"Amazônia",1118.26148,245,1405871,451,NA,11514766000,8.68,26.51,8190.48547128435
2006,1501402,"Amazônia",1118.26148,247.3,1428368,480,200,13137025000,8.95,26.39,9197.22718515117
2007,1501402,"Amazônia",1118.26148,247.5,1408847,495,1,14368248000,8.18,26.45,10198.5865037154
2008,1501402,"Amazônia",1118.26148,248.4,1424124,430,NA,15803597000,9.39,26.01,11097.065283641
2009,1501402,"Amazônia",1118.26148,248.5,1437600,470,NA,17294868000,8.62,26.48,12030.3756260434
2010,1501402,"Amazônia",1118.26148,249.4,1393399,485,NA,18801039000,6.64,26.58,13492.9327493417
2011,1501402,"Amazônia",1118.26148,249.7,1402056,550,NA,21426847000,8.17,26.34,15282.4473487507
2012,1501402,"Amazônia",1118.26148,249.9,1410430,422,NA,26362015000,7.09,26.5,18690.764518622
2013,1501402,"Amazônia",1118.26148,249.9,1425922,503,NA,27139286000,6.25,26.2,19032.7984279645
2014,1501402,"Amazônia",1118.26148,249.9,1432844,173,NA,28687488000,6.79,26.18,20021.3617113936
2015,1501402,"Amazônia",1118.26148,250.2,1439561,310,NA,29215036000,5.17,26.61,20294.4064197349
2016,1501402,"Amazônia",1118.26148,250.5,1446042,108,NA,29466894000,6.21,26.83,20377.6197371861
2017,1501402,"Amazônia",1118.26148,250.8,1452275,95,1141,30244780000,7.2,26.35,20825.7940128419
2018,1501402,"Amazônia",1118.26148,251.7,1485732,118,150,31479272000,7.91,26.12,21187.7189156591
2019,1501402,"Amazônia",1118.26148,253,1492745,32,180,32372971000,7.52,24.69,21686.8728416441
2020,1501402,"Amazônia",1118.26148,253.2,1499641,86,170,30798556000,NA,NA,20537.2859237644
2021,1501402,"Amazônia",1118.26148,253.7,1506420,77,190,33467126000,NA,NA,22216.3314347924
2022,1501402,"Amazônia",1118.26148,253.8,1367336,86,190,NA,NA,NA,NA
2023,1501402,"Amazônia",1118.26148,253.8,NA,NA,NA,NA,NA,NA,NA
2004,1501451,"Amazônia",4409.30222,782.7,16790,21017,594,54220000,5.8,26.46,3229.30315664086
2005,1501451,"Amazônia",4409.30222,786.1,17192,17730,614,65432000,5.41,27.32,3805.95625872499
2006,1501451,"Amazônia",4409.30222,791.8,17659,15700,614,66569000,6.14,26.98,3769.69250806954
2007,1501451,"Amazônia",4409.30222,803.6,12707,9491,497,71532000,5.34,27.13,5629.33816006925
2008,1501451,"Amazônia",4409.30222,808.5,12861,12200,497,80642000,5.31,26.73,6270.27447321359
2009,1501451,"Amazônia",4409.30222,815.1,12671,23835,619,97784000,6.36,27.22,7717.14939625917
2010,1501451,"Amazônia",4409.30222,819.4,16318,21765,614,109871000,4.95,27.48,6733.11680352984
2011,1501451,"Amazônia",4409.30222,821,16450,20729,553,161153000,6.57,26.91,9796.53495440729
2012,1501451,"Amazônia",4409.30222,823.3,16579,24136,583,150486000,4.56,27.12,9076.90451776344
2013,1501451,"Amazônia",4409.30222,824,16808,26490,603,268532000,6.43,27.26,15976.4397905759
2014,1501451,"Amazônia",4409.30222,825.2,16924,23843,272,251577000,5.42,27.34,14865.1028125739
2015,1501451,"Amazônia",4409.30222,836.2,17036,23405,247,140052000,4.07,27.86,8220.94388354074
2016,1501451,"Amazônia",4409.30222,840.7,17145,20842,189,151832000,4.18,27.57,8855.75969670458
2017,1501451,"Amazônia",4409.30222,842.7,17249,21310,193,158065000,4.51,27.02,9163.71963592092
2018,1501451,"Amazônia",4409.30222,845.3,17624,23810,209,159132000,5.39,26.41,9029.27825692238
2019,1501451,"Amazônia",4409.30222,850.4,17732,22788,229,163218000,4.66,26.18,9204.71464019851
2020,1501451,"Amazônia",4409.30222,854.9,17839,24507,237,186769000,NA,NA,10469.7012164359
2021,1501451,"Amazônia",4409.30222,871.3,17944,23313,237,237196000,NA,NA,13218.6803388319
2022,1501451,"Amazônia",4409.30222,884.5,18060,24507,282,NA,NA,NA,NA
2023,1501451,"Amazônia",4409.30222,892,NA,NA,NA,NA,NA,NA,NA
2004,1501501,"Amazônia",173.42376,118.5,42874,2947,NA,187978000,8.6,25.87,4384.42879134207
2005,1501501,"Amazônia",173.42376,118.7,44216,2758,NA,227484000,8.68,26.53,5144.83444906821
2006,1501501,"Amazônia",173.42376,120,45774,2800,NA,317338000,8.95,26.38,6932.7128937825
2007,1501501,"Amazônia",173.42376,120.4,43282,2036,2,469248000,8.18,26.44,10841.6431773023
2008,1501501,"Amazônia",173.42376,120.5,45616,2100,NA,513538000,9.39,26.01,11257.8481234655
2009,1501501,"Amazônia",173.42376,120.5,46611,2400,NA,492659000,8.62,26.41,10569.5865782755
2010,1501501,"Amazônia",173.42376,120.6,51651,2775,NA,580847000,6.64,26.6,11245.6099591489
2011,1501501,"Amazônia",173.42376,120.6,52887,2417,NA,667844000,8.17,26.3,12627.7535122053
2012,1501501,"Amazônia",173.42376,120.6,54083,3188,NA,794372000,7.09,26.46,14688.0165671283
2013,1501501,"Amazônia",173.42376,120.8,56112,3820,NA,921749000,6.25,26.23,16426.9496720844
2014,1501501,"Amazônia",173.42376,120.8,57393,2697,NA,1050325000,6.79,26.18,18300.5767253846
2015,1501501,"Amazônia",173.42376,120.9,58637,2801,NA,1202057000,5.17,26.57,20499.9744188823
2016,1501501,"Amazônia",173.42376,120.9,59836,2973,NA,1291065000,6.21,26.78,21576.7263854536
2017,1501501,"Amazônia",173.42376,121.1,60990,2560,151,1394023000,7.2,26.33,22856.583046401
2018,1501501,"Amazônia",173.42376,121.3,61689,2333,150,1589789000,7.91,26.11,25771.0288706252
2019,1501501,"Amazônia",173.42376,121.4,62737,2369,150,1558563000,6.61,24.34,24842.8040869025
2020,1501501,"Amazônia",173.42376,121.7,63768,1825,150,1677587000,NA,NA,26307.6621502948
2021,1501501,"Amazônia",173.42376,121.8,64780,2046,150,1986729000,NA,NA,30668.8638468663
2022,1501501,"Amazônia",173.42376,122.2,56152,2064,150,NA,NA,NA,NA
2023,1501501,"Amazônia",173.42376,122.2,NA,NA,NA,NA,NA,NA,NA
2004,1501576,"Amazônia",2804.32872,1649.3,13913,182074,275,44327000,5.83,26.2,3186.01308129088
2005,1501576,"Amazônia",2804.32872,1679.1,14060,185253,275,45702000,3.75,26.95,3250.49786628734
2006,1501576,"Amazônia",2804.32872,1685.2,14232,192272,260,47184000,5.22,26.71,3315.34569983137
2007,1501576,"Amazônia",2804.32872,1699.5,13145,180735,250,50501000,3.81,26.65,3841.8410041841
2008,1501576,"Amazônia",2804.32872,1710,13559,184136,180,61463000,5.71,26.28,4533.00390884283
2009,1501576,"Amazônia",2804.32872,1715.4,13593,172084,180,66636000,5.83,26.36,4902.22908850143
2010,1501576,"Amazônia",2804.32872,1722.8,15298,176567,190,86836000,3.99,26.91,5676.29755523598
2011,1501576,"Amazônia",2804.32872,1725.1,15466,169293,157,94171000,4.45,26.24,6088.90469416785
2012,1501576,"Amazônia",2804.32872,1726.9,15629,174000,135,84493000,3.49,26.49,5406.16802098663
2013,1501576,"Amazônia",2804.32872,1732.9,15916,184630,110,106169000,4.14,26.25,6670.58306107062
2014,1501576,"Amazônia",2804.32872,1738.5,16074,183657,135,121145000,3.98,26.29,7536.70523827299
2015,1501576,"Amazônia",2804.32872,1744,16227,187307,205,134478000,2.96,26.94,8287.29894620078
2016,1501576,"Amazônia",2804.32872,1752,16375,194002,239,153703000,3.22,26.83,9386.4427480916
2017,1501576,"Amazônia",2804.32872,1757.7,16517,202037,239,164637000,4.32,26.37,9967.73021735182
2018,1501576,"Amazônia",2804.32872,1764.5,16841,205849,217,175982000,4.16,26.15,10449.617006116
2019,1501576,"Amazônia",2804.32872,1771.8,16981,201920,76,174025000,4.45,24.78,10248.2185972558
2020,1501576,"Amazônia",2804.32872,1790.9,17118,239038,61,208138000,NA,NA,12159.0139034934
2021,1501576,"Amazônia",2804.32872,1798.9,17254,239262,63,243883000,NA,NA,14134.8672771531
2022,1501576,"Amazônia",2804.32872,1805.4,14511,250000,65,NA,NA,NA,NA
2023,1501576,"Amazônia",2804.32872,1811.3,NA,NA,NA,NA,NA,NA,NA
2004,1501600,"Amazônia",591.04498,510.2,10493,5559,2405,25186000,6.15,25.65,2400.26684456304
2005,1501600,"Amazônia",591.04498,514.4,10617,9007,2800,25881000,5.75,26.21,2437.69426391636
2006,1501600,"Amazônia",591.04498,528.5,10762,9290,2860,26298000,6.16,25.98,2443.59784426686
2007,1501600,"Amazônia",591.04498,531.5,11279,12840,2860,28329000,7.48,25.97,2511.6588350031
2008,1501600,"Amazônia",591.04498,538.2,11817,11778,4625,38080000,11.55,25.59,3222.47609376322
2009,1501600,"Amazônia",591.04498,538.8,12013,13128,4625,45452000,10.72,25.86,3783.56780154832
2010,1501600,"Amazônia",591.04498,540.2,13630,11524,4625,56788000,6.4,26.21,4166.39765223771
2011,1501600,"Amazônia",591.04498,541.9,13923,12232,4425,54910000,7.81,25.76,3943.83394383394
2012,1501600,"Amazônia",591.04498,541.9,14207,10781,4266,54941000,4.47,25.91,3867.1781516154
2013,1501600,"Amazônia",591.04498,542.5,14689,10458,4266,79527000,4.62,25.92,5414.0513309279
2014,1501600,"Amazônia",591.04498,542.8,14990,9255,4335,81445000,5.24,25.83,5433.28885923949
2015,1501600,"Amazônia",591.04498,543.6,15282,9885,4335,86352000,3.53,26.08,5650.56929721241
2016,1501600,"Amazônia",591.04498,544.4,15563,8483,10455,108500000,4.48,26.29,6971.66356101009
2017,1501600,"Amazônia",591.04498,545,15834,8445,10190,136290000,5.65,25.83,8607.42705570292
2018,1501600,"Amazônia",591.04498,545,16038,7233,8840,151768000,6.24,25.7,9463.02531487717
2019,1501600,"Amazônia",591.04498,545,16286,5826,9030,159908000,5.05,23.8,9818.74002210488
2020,1501600,"Amazônia",591.04498,545.2,16530,8684,9370,189753000,NA,NA,11479.3103448276
2021,1501600,"Amazônia",591.04498,545.4,16769,9914,9070,206682000,NA,NA,12325.2430079313
2022,1501600,"Amazônia",591.04498,545.4,12892,10248,9155,NA,NA,NA,NA
2023,1501600,"Amazônia",591.04498,545.7,NA,NA,NA,NA,NA,NA,NA
2004,1501709,"Amazônia",2127.68146,1689.2,100924,12520,888,240536000,6.79,25.54,2383.33795727478
2005,1501709,"Amazônia",2127.68146,1694.8,102232,25215,838,255689000,5,26.01,2501.06620236325
2006,1501709,"Amazônia",2127.68146,1698.4,103751,21509,775,303425000,5.58,25.82,2924.55012481807
2007,1501709,"Amazônia",2127.68146,1699,101728,12164,694,357014000,6.85,25.88,3509.49591066373
2008,1501709,"Amazônia",2127.68146,1700.2,105908,10799,538,395128000,9.25,25.5,3730.86074706349
2009,1501709,"Amazônia",2127.68146,1706.3,107060,19282,544,433293000,9.54,25.67,4047.19783299085
2010,1501709,"Amazônia",2127.68146,1709,113227,19724,488,509272000,5.73,26.18,4497.79646197462
2011,1501709,"Amazônia",2127.68146,1709.9,114720,18750,407,612982000,7.2,25.7,5343.2880055788
2012,1501709,"Amazônia",2127.68146,1710.1,116164,21511,407,756414000,3.83,25.83,6511.60428359905
2013,1501709,"Amazônia",2127.68146,1710.1,118678,24868,3,978372000,3.71,25.93,8243.9205244443
2014,1501709,"Amazônia",2127.68146,1711.2,120124,25688,3,912212000,4.15,25.76,7593.91961639639
2015,1501709,"Amazônia",2127.68146,1711.7,121528,25676,40,976997000,3.57,25.89,8039.27489961161
2016,1501709,"Amazônia",2127.68146,1711.7,122881,27094,225,1047905000,4.39,26.13,8527.80332191307
2017,1501709,"Amazônia",2127.68146,1712.3,124184,29928,310,1116023000,6.18,25.69,8986.85015783032
2018,1501709,"Amazônia",2127.68146,1712.6,126436,29403,270,1127614000,6.12,25.54,8918.45676864184
2019,1501709,"Amazônia",2127.68146,1712.8,127686,26800,330,1162529000,4.35,23.93,9104.59251601585
2020,1501709,"Amazônia",2127.68146,1713.2,128914,31408,295,1379843000,NA,NA,10703.5930930698
2021,1501709,"Amazônia",2127.68146,1713.5,130122,37572,290,1389573000,NA,NA,10679.0012449855
2022,1501709,"Amazônia",2127.68146,1713.5,121793,43133,300,NA,NA,NA,NA
2023,1501709,"Amazônia",2127.68146,1714,NA,NA,NA,NA,NA,NA,NA
